"AnoYear","BanderaFlag","ArteGear","EspeciesSpecies","t"
1987,"CHL","UNK","YFT",2.00
1987,"ECU","LP","SKJ",52.00
1987,"ECU","LP","YFT",17.00
1987,"ECU","PS","BET",319.00
1987,"ECU","PS","BKJ",322.00
1987,"ECU","PS","CGX",16.00
1987,"ECU","PS","DOX",250.00
1987,"ECU","PS","MZZ",187.00
1987,"ECU","PS","SKH",3.00
1987,"ECU","PS","SKJ",20473.00
1987,"ECU","PS","TUN",45.00
1987,"ECU","PS","YFT",15046.00
1987,"ECU","UNK","SKJ",161.00
1987,"ECU","UNK","YFT",28.00
1987,"JPN","LL","ALB",2636.00
1987,"JPN","LL","BET",87913.00
1987,"JPN","LL","BLM",267.00
1987,"JPN","LL","BUM",5881.00
1987,"JPN","LL","MLS",5043.00
1987,"JPN","LL","PBF",1.00
1987,"JPN","LL","SKJ",19.00
1987,"JPN","LL","SWO",3573.00
1987,"JPN","LL","YFT",13484.00
1987,"KOR","LL","ALB",2661.00
1987,"KOR","LL","BET",11681.00
1987,"KOR","LL","BIL",362.00
1987,"KOR","LL","BLM",73.00
1987,"KOR","LL","BUM",1287.00
1987,"KOR","LL","MLS",370.00
1987,"KOR","LL","MZZ",489.00
1987,"KOR","LL","SFA",150.00
1987,"KOR","LL","SKJ",15.00
1987,"KOR","LL","SWO",334.00
1987,"KOR","LL","YFT",5048.00
1987,"MEX","LL","BET",1.00
1987,"MEX","LL","BLM",17.00
1987,"MEX","LL","BUM",55.00
1987,"MEX","LL","MLS",2171.00
1987,"MEX","LL","SFA",499.00
1987,"MEX","LL","SSP",15.00
1987,"MEX","LL","SWO",550.00
1987,"MEX","LL","YFT",272.00
1987,"MEX","LP","BZX",120.00
1987,"MEX","LP","CGX",5.00
1987,"MEX","LP","SKJ",1604.00
1987,"MEX","LP","YFT",3307.00
1987,"MEX","PS","BET",2.00
1987,"MEX","PS","BKJ",23.00
1987,"MEX","PS","BZX",17.00
1987,"MEX","PS","PBF",119.00
1987,"MEX","PS","SKH",1.00
1987,"MEX","PS","SKJ",4786.00
1987,"MEX","PS","TUN",189.00
1987,"MEX","PS","YFT",96182.00
1987,"OTR","PS","BET",179.00
1987,"OTR","PS","BKJ",147.00
1987,"OTR","PS","BZX",55.00
1987,"OTR","PS","DOX",21.00
1987,"OTR","PS","MZZ",0.00
1987,"OTR","PS","SKH",92.00
1987,"OTR","PS","SKJ",13421.00
1987,"OTR","PS","TUN",225.00
1987,"OTR","PS","YFT",21037.00
1987,"PER","UNK","DOX",3718.00
1987,"PER","UNK","SKH",960.00
1987,"PER","UNK","SWO",73.00
1987,"PER","UNK","TUN",1971.00
1987,"TWN","LL","ALB",4697.00
1987,"TWN","LL","BET",526.00
1987,"TWN","LL","BIL",36.00
1987,"TWN","LL","BLM",1.00
1987,"TWN","LL","BUM",59.00
1987,"TWN","LL","MLS",63.00
1987,"TWN","LL","MZZ",46.00
1987,"TWN","LL","PBF",2.00
1987,"TWN","LL","SKH",87.00
1987,"TWN","LL","SKJ",3.00
1987,"TWN","LL","SWO",29.00
1987,"TWN","LL","YFT",107.00
1987,"USA","GN","BET",6.00
1987,"USA","GN","BZX",95.00
1987,"USA","GN","PBF",2.00
1987,"USA","GN","SWO",1287.00
1987,"USA","GN","TUN",5.00
1987,"USA","GN","YFT",3.00
1987,"USA","HAR","SKH",60.00
1987,"USA","HAR","SWO",211.00
1987,"USA","LP","ALB",320.00
1987,"USA","LP","BZX",1.00
1987,"USA","LP","SKJ",577.00
1987,"USA","LP","YFT",1783.00
1987,"USA","LTL","ALB",2488.00
1987,"USA","OTR","BET",1.00
1987,"USA","PS","ALB",1.00
1987,"USA","PS","BET",224.00
1987,"USA","PS","BKJ",1.00
1987,"USA","PS","BZX",3123.00
1987,"USA","PS","CGX",550.00
1987,"USA","PS","MZZ",23.00
1987,"USA","PS","PBF",861.00
1987,"USA","PS","SKJ",13578.00
1987,"USA","PS","TUN",4.00
1987,"USA","PS","YFT",95506.00
1987,"USA","RG","ALB",74.00
1987,"USA","RG","BET",33.00
1987,"USA","RG","PBF",68.00
1987,"USA","RG","SKJ",16.00
1987,"USA","RG","YFT",80.00
1987,"USA","UNK","ALB",97.00
1987,"USA","UNK","BET",9.00
1987,"USA","UNK","BKJ",2.00
1987,"USA","UNK","BZX",276.00
1987,"USA","UNK","PBF",18.00
1987,"USA","UNK","SKJ",0.00
1987,"USA","UNK","SWO",300.00
1987,"USA","UNK","TUN",67.00
1987,"USA","UNK","YFT",25.00
1987,"VEN","PS","BET",453.00
1987,"VEN","PS","BKJ",78.00
1987,"VEN","PS","SKJ",11761.00
1987,"VEN","PS","TUN",18.00
1987,"VEN","PS","YFT",34237.00
1988,"CHL","LL","SWO",483.00
1988,"CHL","UNK","ALB",0.00
1988,"CHL","UNK","BZX",579.00
1988,"CHL","UNK","DOX",1339.00
1988,"CHL","UNK","SWO",3972.00
1988,"CHL","UNK","YFT",27.00
1988,"ECU","LP","SKJ",141.00
1988,"ECU","LP","YFT",74.00
1988,"ECU","PS","BET",385.00
1988,"ECU","PS","BKJ",769.00
1988,"ECU","PS","BZX",6.00
1988,"ECU","PS","CGX",45.00
1988,"ECU","PS","DOX",69.00
1988,"ECU","PS","MZZ",135.00
1988,"ECU","PS","SKH",1.00
1988,"ECU","PS","SKJ",11743.00
1988,"ECU","PS","TUN",12.00
1988,"ECU","PS","YFT",23947.00
1988,"ECU","UNK","BKJ",311.00
1988,"ECU","UNK","SKJ",571.00
1988,"ECU","UNK","YFT",483.00
1988,"JPN","LL","ALB",3874.00
1988,"JPN","LL","BET",66015.00
1988,"JPN","LL","BLM",212.00
1988,"JPN","LL","BUM",5002.00
1988,"JPN","LL","MLS",3412.00
1988,"JPN","LL","PBF",1.00
1988,"JPN","LL","SKJ",13.00
1988,"JPN","LL","SWO",3619.00
1988,"JPN","LL","YFT",12481.00
1988,"KOR","LL","ALB",2121.00
1988,"KOR","LL","BET",6151.00
1988,"KOR","LL","BIL",367.00
1988,"KOR","LL","BLM",60.00
1988,"KOR","LL","BUM",600.00
1988,"KOR","LL","MLS",210.00
1988,"KOR","LL","MZZ",359.00
1988,"KOR","LL","SFA",187.00
1988,"KOR","LL","SKJ",7.00
1988,"KOR","LL","SWO",163.00
1988,"KOR","LL","YFT",1893.00
1988,"MEX","LL","BET",1.00
1988,"MEX","LL","BLM",5.00
1988,"MEX","LL","BUM",13.00
1988,"MEX","LL","MLS",1631.00
1988,"MEX","LL","PBF",1.00
1988,"MEX","LL","SFA",462.00
1988,"MEX","LL","SSP",13.00
1988,"MEX","LL","SWO",613.00
1988,"MEX","LL","YFT",232.00
1988,"MEX","LP","BZX",713.00
1988,"MEX","LP","CGX",1.00
1988,"MEX","LP","SKJ",2443.00
1988,"MEX","LP","YFT",2585.00
1988,"MEX","PS","BKJ",15.00
1988,"MEX","PS","BZX",5289.00
1988,"MEX","PS","CGX",8.00
1988,"MEX","PS","PBF",447.00
1988,"MEX","PS","SKJ",15195.00
1988,"MEX","PS","TUN",1.00
1988,"MEX","PS","YFT",104565.00
1988,"OTR","PS","BET",261.00
1988,"OTR","PS","BKJ",1.00
1988,"OTR","PS","MZZ",4.00
1988,"OTR","PS","SKJ",8494.00
1988,"OTR","PS","TUN",2.00
1988,"OTR","PS","YFT",19499.00
1988,"PAN","PS","BET",431.00
1988,"PAN","PS","BKJ",120.00
1988,"PAN","PS","SKJ",1863.00
1988,"PAN","PS","TUN",27.00
1988,"PAN","PS","YFT",7364.00
1988,"PAN","UNK","SKJ",78.00
1988,"PAN","UNK","YFT",42.00
1988,"PER","PS","SKJ",714.00
1988,"PER","PS","YFT",1430.00
1988,"PER","UNK","DOX",221.00
1988,"PER","UNK","SKH",1039.00
1988,"PER","UNK","SWO",54.00
1988,"PER","UNK","TUN",2935.00
1988,"TWN","LL","ALB",3939.00
1988,"TWN","LL","BET",591.00
1988,"TWN","LL","BIL",1.00
1988,"TWN","LL","BLM",11.00
1988,"TWN","LL","BUM",47.00
1988,"TWN","LL","MLS",30.00
1988,"TWN","LL","MZZ",1.00
1988,"TWN","LL","SKH",23.00
1988,"TWN","LL","SKJ",6.00
1988,"TWN","LL","SWO",38.00
1988,"TWN","LL","YFT",54.00
1988,"USA","GN","BET",5.00
1988,"USA","GN","BZX",33.00
1988,"USA","GN","PBF",4.00
1988,"USA","GN","SWO",1092.00
1988,"USA","GN","TUN",2.00
1988,"USA","GN","YFT",7.00
1988,"USA","HAR","SKH",2.00
1988,"USA","HAR","SWO",180.00
1988,"USA","LP","ALB",271.00
1988,"USA","LP","BET",5.00
1988,"USA","LP","BZX",26.00
1988,"USA","LP","SKJ",1741.00
1988,"USA","LP","YFT",1064.00
1988,"USA","LTL","ALB",5485.00
1988,"USA","PS","ALB",17.00
1988,"USA","PS","BET",256.00
1988,"USA","PS","BKJ",35.00
1988,"USA","PS","BZX",3516.00
1988,"USA","PS","CGX",772.00
1988,"USA","PS","MZZ",182.00
1988,"USA","PS","PBF",923.00
1988,"USA","PS","SKJ",36792.00
1988,"USA","PS","TUN",37.00
1988,"USA","PS","YFT",82231.00
1988,"USA","RG","ALB",64.00
1988,"USA","RG","BET",9.00
1988,"USA","RG","PBF",6.00
1988,"USA","RG","SKJ",5.00
1988,"USA","RG","YFT",142.00
1988,"USA","UNK","BET",1.00
1988,"USA","UNK","BZX",335.00
1988,"USA","UNK","PBF",42.00
1988,"USA","UNK","SKJ",9.00
1988,"USA","UNK","SWO",344.00
1988,"USA","UNK","TUN",2.00
1988,"USA","UNK","YFT",51.00
1988,"VEN","PS","BET",202.00
1988,"VEN","PS","BKJ",16.00
1988,"VEN","PS","BZX",0.00
1988,"VEN","PS","PBF",9.00
1988,"VEN","PS","SKJ",12312.00
1988,"VEN","PS","TUN",0.00
1988,"VEN","PS","YFT",38257.00
1989,"CHL","LL","SWO",1083.00
1989,"CHL","UNK","ALB",90.00
1989,"CHL","UNK","BZX",316.00
1989,"CHL","UNK","DOX",1554.00
1989,"CHL","UNK","SWO",4741.00
1989,"CHL","UNK","YFT",12.00
1989,"ECU","LP","SKJ",124.00
1989,"ECU","LP","YFT",2.00
1989,"ECU","PS","BET",854.00
1989,"ECU","PS","BKJ",553.00
1989,"ECU","PS","CGX",27.00
1989,"ECU","PS","DOX",194.00
1989,"ECU","PS","MZZ",200.00
1989,"ECU","PS","SKH",29.00
1989,"ECU","PS","SKJ",22922.00
1989,"ECU","PS","TUN",1.00
1989,"ECU","PS","YFT",17588.00
1989,"ECU","UNK","SKJ",854.00
1989,"ECU","UNK","TUN",65.00
1989,"ECU","UNK","YFT",60.00
1989,"JPN","LL","ALB",2093.00
1989,"JPN","LL","BET",67514.00
1989,"JPN","LL","BLM",127.00
1989,"JPN","LL","BUM",4872.00
1989,"JPN","LL","MLS",3153.00
1989,"JPN","LL","PBF",3.00
1989,"JPN","LL","SKJ",16.00
1989,"JPN","LL","SWO",3158.00
1989,"JPN","LL","YFT",15335.00
1989,"KOR","LL","ALB",576.00
1989,"KOR","LL","BET",3138.00
1989,"KOR","LL","BIL",47.00
1989,"KOR","LL","BLM",32.00
1989,"KOR","LL","BUM",267.00
1989,"KOR","LL","MLS",154.00
1989,"KOR","LL","MZZ",134.00
1989,"KOR","LL","SFA",2.00
1989,"KOR","LL","SKJ",3.00
1989,"KOR","LL","SWO",151.00
1989,"KOR","LL","YFT",1162.00
1989,"MEX","LL","BLM",1.00
1989,"MEX","LL","BUM",0.00
1989,"MEX","LL","MLS",59.00
1989,"MEX","LL","SFA",190.00
1989,"MEX","LL","SSP",0.00
1989,"MEX","LL","SWO",690.00
1989,"MEX","LL","YFT",9.00
1989,"MEX","LP","BKJ",0.00
1989,"MEX","LP","BZX",817.00
1989,"MEX","LP","CGX",2.00
1989,"MEX","LP","SKJ",1648.00
1989,"MEX","LP","TUN",0.00
1989,"MEX","LP","YFT",2782.00
1989,"MEX","PS","BKJ",36.00
1989,"MEX","PS","BZX",10459.00
1989,"MEX","PS","CGX",7.00
1989,"MEX","PS","PBF",57.00
1989,"MEX","PS","SKJ",14960.00
1989,"MEX","PS","TUN",14.00
1989,"MEX","PS","YFT",116928.00
1989,"OTR","PS","BET",710.00
1989,"OTR","PS","BKJ",5.00
1989,"OTR","PS","DOX",16.00
1989,"OTR","PS","MZZ",8.00
1989,"OTR","PS","SKJ",14453.00
1989,"OTR","PS","TUN",5.00
1989,"OTR","PS","YFT",14567.00
1989,"PAN","PS","BKJ",113.00
1989,"PAN","PS","SKJ",4361.00
1989,"PAN","PS","YFT",10557.00
1989,"PAN","UNK","SKJ",91.00
1989,"PAN","UNK","YFT",49.00
1989,"PER","PS","SKJ",276.00
1989,"PER","PS","YFT",1724.00
1989,"PER","UNK","DOX",126.00
1989,"PER","UNK","SKH",1024.00
1989,"PER","UNK","SWO",3.00
1989,"PER","UNK","TUN",558.00
1989,"TWN","LL","ALB",4115.00
1989,"TWN","LL","BET",311.00
1989,"TWN","LL","BIL",4.00
1989,"TWN","LL","BLM",33.00
1989,"TWN","LL","BUM",253.00
1989,"TWN","LL","MLS",107.00
1989,"TWN","LL","MZZ",18.00
1989,"TWN","LL","PBF",1.00
1989,"TWN","LL","SKH",66.00
1989,"TWN","LL","SKJ",9.00
1989,"TWN","LL","SWO",120.00
1989,"TWN","LL","YFT",526.00
1989,"USA","GN","BZX",12.00
1989,"USA","GN","PBF",3.00
1989,"USA","GN","SKJ",5.00
1989,"USA","GN","SWO",1050.00
1989,"USA","GN","TUN",3.00
1989,"USA","GN","YFT",1.00
1989,"USA","HAR","SKH",1.00
1989,"USA","HAR","SWO",54.00
1989,"USA","LP","ALB",21.00
1989,"USA","LP","BZX",1.00
1989,"USA","LP","PBF",5.00
1989,"USA","LP","SKJ",1168.00
1989,"USA","LP","YFT",1361.00
1989,"USA","LTL","ALB",2445.00
1989,"USA","PS","ALB",1.00
1989,"USA","PS","BET",172.00
1989,"USA","PS","BKJ",88.00
1989,"USA","PS","BZX",819.00
1989,"USA","PS","CGX",26.00
1989,"USA","PS","MZZ",462.00
1989,"USA","PS","PBF",1046.00
1989,"USA","PS","SKJ",21115.00
1989,"USA","PS","TUN",16.00
1989,"USA","PS","YFT",73688.00
1989,"USA","RG","ALB",160.00
1989,"USA","RG","BET",1.00
1989,"USA","RG","PBF",79.00
1989,"USA","RG","SKJ",65.00
1989,"USA","RG","YFT",131.00
1989,"USA","UNK","BZX",137.00
1989,"USA","UNK","PBF",9.00
1989,"USA","UNK","SKJ",4.00
1989,"USA","UNK","SWO",224.00
1989,"USA","UNK","TUN",0.00
1989,"USA","UNK","YFT",10.00
1989,"VEN","PS","BET",294.00
1989,"VEN","PS","BKJ",6.00
1989,"VEN","PS","SKJ",16847.00
1989,"VEN","PS","YFT",42944.00
1990,"CHL","LL","SWO",1105.00
1990,"CHL","UNK","ALB",306.00
1990,"CHL","UNK","BZX",109.00
1990,"CHL","UNK","DOX",743.00
1990,"CHL","UNK","SWO",3850.00
1990,"CHL","UNK","YFT",2.00
1990,"ECU","LP","SKJ",379.00
1990,"ECU","LP","YFT",74.00
1990,"ECU","PS","BET",1619.00
1990,"ECU","PS","BKJ",176.00
1990,"ECU","PS","DOX",63.00
1990,"ECU","PS","MZZ",132.00
1990,"ECU","PS","SKH",0.00
1990,"ECU","PS","SKJ",24071.00
1990,"ECU","PS","TUN",22.00
1990,"ECU","PS","YFT",16279.00
1990,"ECU","UNK","BET",14.00
1990,"ECU","UNK","BKJ",4.00
1990,"ECU","UNK","MZZ",14.00
1990,"ECU","UNK","SKJ",1823.00
1990,"ECU","UNK","YFT",598.00
1990,"ESP","LL","BIL",2.00
1990,"ESP","LL","MZZ",0.00
1990,"ESP","LL","SKH",279.00
1990,"ESP","LL","SWO",1007.00
1990,"ESP","LL","TUN",3.00
1990,"JPN","LL","ALB",2486.00
1990,"JPN","LL","BET",86148.00
1990,"JPN","LL","BLM",126.00
1990,"JPN","LL","BUM",4552.00
1990,"JPN","LL","MLS",2812.00
1990,"JPN","LL","PBF",1.00
1990,"JPN","LL","SKJ",33.00
1990,"JPN","LL","SWO",3015.00
1990,"JPN","LL","YFT",29255.00
1990,"KOR","LL","ALB",425.00
1990,"KOR","LL","BET",12127.00
1990,"KOR","LL","BIL",123.00
1990,"KOR","LL","BLM",76.00
1990,"KOR","LL","BUM",851.00
1990,"KOR","LL","MLS",429.00
1990,"KOR","LL","MZZ",260.00
1990,"KOR","LL","PBF",11.00
1990,"KOR","LL","SFA",6.00
1990,"KOR","LL","SKJ",8.00
1990,"KOR","LL","SWO",645.00
1990,"KOR","LL","YFT",4844.00
1990,"MEX","LP","BZX",215.00
1990,"MEX","LP","CGX",0.00
1990,"MEX","LP","SKJ",378.00
1990,"MEX","LP","TUN",0.00
1990,"MEX","LP","YFT",2466.00
1990,"MEX","PS","BET",29.00
1990,"MEX","PS","BKJ",109.00
1990,"MEX","PS","BZX",9884.00
1990,"MEX","PS","CGX",10.00
1990,"MEX","PS","PBF",50.00
1990,"MEX","PS","SKJ",6696.00
1990,"MEX","PS","TUN",2.00
1990,"MEX","PS","YFT",115898.00
1990,"MEX","RG","MLS",333.00
1990,"OTR","PS","BET",381.00
1990,"OTR","PS","BKJ",47.00
1990,"OTR","PS","MZZ",4.00
1990,"OTR","PS","SKJ",3707.00
1990,"OTR","PS","YFT",4197.00
1990,"PAN","PS","BET",196.00
1990,"PAN","PS","BKJ",180.00
1990,"PAN","PS","SKJ",3425.00
1990,"PAN","PS","YFT",6391.00
1990,"PER","UNK","DOX",748.00
1990,"PER","UNK","SKH",352.00
1990,"PER","UNK","SWO",1.00
1990,"PER","UNK","TUN",689.00
1990,"TWN","LL","ALB",3625.00
1990,"TWN","LL","BET",596.00
1990,"TWN","LL","BLM",21.00
1990,"TWN","LL","BUM",137.00
1990,"TWN","LL","MLS",19.00
1990,"TWN","LL","SKH",1.00
1990,"TWN","LL","SKJ",0.00
1990,"TWN","LL","SWO",35.00
1990,"TWN","LL","YFT",534.00
1990,"USA","GN","BET",1.00
1990,"USA","GN","BZX",35.00
1990,"USA","GN","CGX",1.00
1990,"USA","GN","MZZ",0.00
1990,"USA","GN","PBF",9.00
1990,"USA","GN","SKH",742.00
1990,"USA","GN","SKJ",1.00
1990,"USA","GN","SWO",1028.00
1990,"USA","GN","TUN",2.00
1990,"USA","GN","YFT",1.00
1990,"USA","HAR","SKH",1.00
1990,"USA","HAR","SWO",50.00
1990,"USA","LP","ALB",170.00
1990,"USA","LP","PBF",61.00
1990,"USA","LP","SKJ",66.00
1990,"USA","LP","YFT",136.00
1990,"USA","LTL","ALB",3775.00
1990,"USA","PS","ALB",39.00
1990,"USA","PS","BET",209.00
1990,"USA","PS","BKJ",265.00
1990,"USA","PS","BZX",3757.00
1990,"USA","PS","CGX",224.00
1990,"USA","PS","MZZ",297.00
1990,"USA","PS","PBF",1380.00
1990,"USA","PS","SKJ",13188.00
1990,"USA","PS","TUN",174.00
1990,"USA","PS","YFT",50790.00
1990,"USA","RG","ALB",24.00
1990,"USA","RG","BET",44.00
1990,"USA","RG","PBF",74.00
1990,"USA","RG","SKJ",50.00
1990,"USA","RG","YFT",350.00
1990,"USA","UNK","BZX",227.00
1990,"USA","UNK","PBF",20.00
1990,"USA","UNK","SKJ",0.00
1990,"USA","UNK","SWO",137.00
1990,"USA","UNK","TUN",1.00
1990,"USA","UNK","YFT",9.00
1990,"VEN","PS","BET",1405.00
1990,"VEN","PS","BKJ",4.00
1990,"VEN","PS","SKJ",11362.00
1990,"VEN","PS","TUN",2.00
1990,"VEN","PS","YFT",47490.00
1990,"VUT","PS","BET",2082.00
1990,"VUT","PS","BKJ",6.00
1990,"VUT","PS","MZZ",0.00
1990,"VUT","PS","SKJ",11920.00
1990,"VUT","PS","YFT",22208.00
1991,"CHL","LL","SWO",3969.00
1991,"CHL","UNK","ALB",170.00
1991,"CHL","UNK","BZX",159.00
1991,"CHL","UNK","DOX",350.00
1991,"CHL","UNK","SWO",3286.00
1991,"CHL","UNK","YFT",40.00
1991,"COL","UNK","BKJ",25.00
1991,"COL","UNK","SKJ",22.00
1991,"COL","UNK","SWO",29.00
1991,"COL","UNK","YFT",36.00
1991,"CRI","LL","BET",1.00
1991,"CRI","LL","BKJ",0.00
1991,"CRI","LL","BUM",257.00
1991,"CRI","LL","MLS",188.00
1991,"CRI","LL","SFA",707.00
1991,"CRI","LL","SKJ",3.00
1991,"CRI","LL","SWO",107.00
1991,"CRI","LL","YFT",169.00
1991,"CRI","LP","YFT",63.00
1991,"ECU","LP","BET",31.00
1991,"ECU","LP","MZZ",1.00
1991,"ECU","LP","SKJ",68.00
1991,"ECU","LP","YFT",73.00
1991,"ECU","PS","BET",2224.00
1991,"ECU","PS","BKJ",168.00
1991,"ECU","PS","CGX",41.00
1991,"ECU","PS","DOX",57.00
1991,"ECU","PS","MZZ",369.00
1991,"ECU","PS","SKH",1.00
1991,"ECU","PS","SKJ",18438.00
1991,"ECU","PS","TUN",1.00
1991,"ECU","PS","YFT",15011.00
1991,"ECU","UNK","BET",17.00
1991,"ECU","UNK","SKJ",1864.00
1991,"ECU","UNK","YFT",646.00
1991,"ESP","LL","SKH",1039.00
1991,"ESP","LL","SWO",2794.00
1991,"ESP","LL","TUN",29.00
1991,"JPN","LL","ALB",3581.00
1991,"JPN","LL","BET",85011.00
1991,"JPN","LL","BLM",111.00
1991,"JPN","LL","BUM",5033.00
1991,"JPN","LL","MLS",2321.00
1991,"JPN","LL","PBF",3.00
1991,"JPN","LL","SKJ",21.00
1991,"JPN","LL","SWO",3053.00
1991,"JPN","LL","YFT",23721.00
1991,"KOR","LL","ALB",1061.00
1991,"KOR","LL","BET",17883.00
1991,"KOR","LL","BIL",111.00
1991,"KOR","LL","BLM",84.00
1991,"KOR","LL","BUM",1171.00
1991,"KOR","LL","MLS",441.00
1991,"KOR","LL","MZZ",430.00
1991,"KOR","LL","PBF",2.00
1991,"KOR","LL","SFA",10.00
1991,"KOR","LL","SKJ",10.00
1991,"KOR","LL","SWO",696.00
1991,"KOR","LL","YFT",5688.00
1991,"MEX","LP","BZX",82.00
1991,"MEX","LP","SKH",6.00
1991,"MEX","LP","SKJ",762.00
1991,"MEX","LP","YFT",1798.00
1991,"MEX","PS","BET",5.00
1991,"MEX","PS","BKJ",142.00
1991,"MEX","PS","BZX",979.00
1991,"MEX","PS","CGX",21.00
1991,"MEX","PS","PBF",9.00
1991,"MEX","PS","SKJ",10916.00
1991,"MEX","PS","TUN",2.00
1991,"MEX","PS","YFT",115107.00
1991,"MEX","RG","MLS",409.00
1991,"MEX","UNK","SKJ",2.00
1991,"MEX","UNK","YFT",106.00
1991,"OTR","PS","BET",161.00
1991,"OTR","PS","BKJ",14.00
1991,"OTR","PS","MZZ",8.00
1991,"OTR","PS","SKJ",3724.00
1991,"OTR","PS","TUN",1.00
1991,"OTR","PS","YFT",5625.00
1991,"PAN","PS","BKJ",22.00
1991,"PAN","PS","MZZ",52.00
1991,"PAN","PS","SKJ",1720.00
1991,"PAN","PS","YFT",1731.00
1991,"PER","UNK","DOX",263.00
1991,"PER","UNK","SKH",487.00
1991,"PER","UNK","SWO",3.00
1991,"PER","UNK","TUN",189.00
1991,"TWN","LL","ALB",3250.00
1991,"TWN","LL","BET",1291.00
1991,"TWN","LL","BIL",1.00
1991,"TWN","LL","BLM",50.00
1991,"TWN","LL","BUM",245.00
1991,"TWN","LL","MLS",40.00
1991,"TWN","LL","MZZ",27.00
1991,"TWN","LL","SKH",50.00
1991,"TWN","LL","SKJ",2.00
1991,"TWN","LL","SWO",43.00
1991,"TWN","LL","YFT",1319.00
1991,"USA","GN","BET",3.00
1991,"USA","GN","BZX",14.00
1991,"USA","GN","CGX",0.00
1991,"USA","GN","MZZ",0.00
1991,"USA","GN","PBF",3.00
1991,"USA","GN","SKH",858.00
1991,"USA","GN","SKJ",3.00
1991,"USA","GN","SWO",836.00
1991,"USA","GN","TUN",3.00
1991,"USA","GN","YFT",1.00
1991,"USA","HAR","SKH",1.00
1991,"USA","HAR","SWO",16.00
1991,"USA","LL","ALB",1.00
1991,"USA","LL","BET",9.00
1991,"USA","LL","BLM",1.00
1991,"USA","LL","BUM",13.00
1991,"USA","LL","DOX",7.00
1991,"USA","LL","MLS",3.00
1991,"USA","LL","MZZ",0.00
1991,"USA","LL","SFA",0.00
1991,"USA","LL","SKH",23.00
1991,"USA","LL","SSP",1.00
1991,"USA","LL","SWO",9.00
1991,"USA","LL","TUN",0.00
1991,"USA","LL","YFT",2.00
1991,"USA","LP","ALB",834.00
1991,"USA","LP","SKJ",887.00
1991,"USA","LP","YFT",922.00
1991,"USA","LTL","ALB",2578.00
1991,"USA","PS","BET",50.00
1991,"USA","PS","BKJ",1.00
1991,"USA","PS","BZX",228.00
1991,"USA","PS","CGX",54.00
1991,"USA","PS","MZZ",27.00
1991,"USA","PS","PBF",410.00
1991,"USA","PS","SKJ",13162.00
1991,"USA","PS","YFT",18751.00
1991,"USA","RG","ALB",6.00
1991,"USA","RG","BET",5.00
1991,"USA","RG","PBF",52.00
1991,"USA","RG","SKJ",18.00
1991,"USA","RG","YFT",124.00
1991,"USA","UNK","BZX",69.00
1991,"USA","UNK","SWO",137.00
1991,"USA","UNK","TUN",0.00
1991,"USA","UNK","YFT",5.00
1991,"VEN","PS","BET",591.00
1991,"VEN","PS","BKJ",73.00
1991,"VEN","PS","MZZ",4.00
1991,"VEN","PS","SKJ",5217.00
1991,"VEN","PS","TUN",0.00
1991,"VEN","PS","YFT",45345.00
1991,"VUT","PS","BET",1839.00
1991,"VUT","PS","BKJ",1.00
1991,"VUT","PS","MZZ",2.00
1991,"VUT","PS","SKJ",9051.00
1991,"VUT","PS","YFT",29687.00
1992,"CHL","LL","SWO",3578.00
1992,"CHL","UNK","ALB",18.00
1992,"CHL","UNK","BZX",233.00
1992,"CHL","UNK","DOX",173.00
1992,"CHL","UNK","SWO",2801.00
1992,"CHL","UNK","YFT",14.00
1992,"COL","UNK","SKJ",95.00
1992,"COL","UNK","YFT",825.00
1992,"CRI","LL","BET",9.00
1992,"CRI","LL","BKJ",3.00
1992,"CRI","LL","BUM",201.00
1992,"CRI","LL","MLS",147.00
1992,"CRI","LL","SFA",610.00
1992,"CRI","LL","SWO",27.00
1992,"CRI","LL","YFT",119.00
1992,"CRI","LP","YFT",272.00
1992,"ECU","LP","SKJ",273.00
1992,"ECU","LP","YFT",39.00
1992,"ECU","PS","BET",1647.00
1992,"ECU","PS","BKJ",53.00
1992,"ECU","PS","DOX",69.00
1992,"ECU","PS","MZZ",486.00
1992,"ECU","PS","SKJ",25408.00
1992,"ECU","PS","TUN",23.00
1992,"ECU","PS","YFT",12119.00
1992,"ECU","UNK","BET",11.00
1992,"ECU","UNK","SKJ",778.00
1992,"ECU","UNK","YFT",273.00
1992,"ESP","LL","BIL",3.00
1992,"ESP","LL","MZZ",0.00
1992,"ESP","LL","SKH",1982.00
1992,"ESP","LL","SWO",2435.00
1992,"ESP","LL","TUN",25.00
1992,"JPN","LL","ALB",3222.00
1992,"JPN","LL","BET",74466.00
1992,"JPN","LL","BLM",153.00
1992,"JPN","LL","BUM",5234.00
1992,"JPN","LL","MLS",2006.00
1992,"JPN","LL","PBF",9.00
1992,"JPN","LL","SKJ",18.00
1992,"JPN","LL","SWO",3135.00
1992,"JPN","LL","YFT",15296.00
1992,"KOR","LL","ALB",1031.00
1992,"KOR","LL","BET",9202.00
1992,"KOR","LL","BIL",1082.00
1992,"KOR","LL","BLM",51.00
1992,"KOR","LL","BUM",1127.00
1992,"KOR","LL","MLS",713.00
1992,"KOR","LL","MZZ",175.00
1992,"KOR","LL","SFA",739.00
1992,"KOR","LL","SKJ",6.00
1992,"KOR","LL","SWO",372.00
